Model,Appliance,Dataset,MAE,Precision_Complex,Recall_Complex,F1_Complex,Accuracy,GT_Energy_Wh,Pred_Energy_Wh
cnn,washing_machine,plegma,3.2205,0.8089,0.9733,0.8835,0.9859,1839.96,1761.03
