Model,Appliance,Dataset,MAE,Precision_Complex,Recall_Complex,F1_Complex,Accuracy,GT_Energy_Wh,Pred_Energy_Wh
cnn,ac_1,plegma,17.1001,0.9548,0.9374,0.946,0.9888,63468.64,52279.94
