Model,Appliance,Dataset,MAE,Precision_Complex,Recall_Complex,F1_Complex,Accuracy,GT_Energy_Wh,Pred_Energy_Wh
cnn,boiler,plegma,7.307,0.8945,0.9874,0.9387,0.9974,22142.48,22449.46
